system:index,date,ndvi,.geo
20231227T075331_20231227T080556_T36NYG,2023-12-27,0.307910149839524,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240101T075239_20240101T080501_T36NYG,2024-01-01,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240106T075321_20240106T080543_T36NYG,2024-01-06,0.198083164322951,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240111T075209_20240111T080447_T36NYG,2024-01-11,0.17003133852423627,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240116T075241_20240116T080511_T36NYG,2024-01-16,0.15386423493776555,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240121T075139_20240121T080510_T36NYG,2024-01-21,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240126T075211_20240126T080433_T36NYG,2024-01-26,0.14326023446941277,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240131T075049_20240131T080446_T36NYG,2024-01-31,0.18753456343334654,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240205T075121_20240205T080445_T36NYG,2024-02-05,0.1593534986849741,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240210T075009_20240210T080450_T36NYG,2024-02-10,0.1425963893582361,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240215T075021_20240215T080446_T36NYG,2024-02-15,0.23678320595049854,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240220T074949_20240220T080450_T36NYG,2024-02-20,0.11300981260324999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240225T074911_20240225T080448_T36NYG,2024-02-25,0.15482403832535332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240301T074839_20240301T080447_T36NYG,2024-03-01,0.18708334197305546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240306T074801_20240306T080450_T36NYG,2024-03-06,0.10139394103515627,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240311T074719_20240311T080442_T36NYG,2024-03-11,0.17520909482220612,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240316T074651_20240316T080447_T36NYG,2024-03-16,0.16611560292369915,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240321T074609_20240321T080508_T36NYG,2024-03-21,0.16391020199813375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240326T074611_20240326T080450_T36NYG,2024-03-26,0.15184681951228812,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240331T074609_20240331T080448_T36NYG,2024-03-31,0.18731389951760177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240405T074611_20240405T080446_T36NYG,2024-04-05,0.0920451046108409,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240410T074609_20240410T080448_T36NYG,2024-04-10,0.2822409417950534,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240415T074611_20240415T080625_T36NYG,2024-04-15,0.43462683065308455,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240420T074609_20240420T080449_T36NYG,2024-04-20,0.7094482915947962,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240425T074611_20240425T080441_T36NYG,2024-04-25,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240430T074609_20240430T080448_T36NYG,2024-04-30,0.5643392072500667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240505T074611_20240505T080451_T36NYG,2024-05-05,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240510T074609_20240510T080449_T36NYG,2024-05-10,0.6888334929352699,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240515T074611_20240515T075910_T36NYG,2024-05-15,0.601604882467553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240520T074609_20240520T080514_T36NYG,2024-05-20,0.7751926753558194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240525T074611_20240525T080343_T36NYG,2024-05-25,0.787365987924622,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240530T074609_20240530T080924_T36NYG,2024-05-30,0.8104052666586395,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240604T074621_20240604T080444_T36NYG,2024-06-04,0.6955139361266708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240609T074619_20240609T080452_T36NYG,2024-06-09,0.5579453158330003,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240619T074619_20240619T080451_T36NYG,2024-06-19,0.8247041152078515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240624T074621_20240624T080443_T36NYG,2024-06-24,0.7495635765121738,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240629T074619_20240629T080452_T36NYG,2024-06-29,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240704T074611_20240704T080445_T36NYG,2024-07-04,0.7351961140740989,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240709T074619_20240709T080451_T36NYG,2024-07-09,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240714T074611_20240714T080734_T36NYG,2024-07-14,0.7954531352450981,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240719T074619_20240719T080518_T36NYG,2024-07-19,0.46330666573346924,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240724T074611_20240724T080618_T36NYG,2024-07-24,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240729T074609_20240729T080450_T36NYG,2024-07-29,0.5687418308067675,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240803T074611_20240803T080904_T36NYG,2024-08-03,0.5435959986432595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240808T074619_20240808T080235_T36NYG,2024-08-08,0.7444074790112364,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240813T074611_20240813T080642_T36NYG,2024-08-13,0.7487006124720589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240818T074619_20240818T080238_T36NYG,2024-08-18,0.5197351116016935,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240823T074611_20240823T080844_T36NYG,2024-08-23,0.6494617652220753,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240828T074609_20240828T080233_T36NYG,2024-08-28,0.6071943837286944,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240902T074611_20240902T080622_T36NYG,2024-09-02,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240907T074619_20240907T080444_T36NYG,2024-09-07,0.4735731904191465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240912T080601_20240912T080707_T36NYG,2024-09-12,0.4239423995665679,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240917T074609_20240917T080302_T36NYG,2024-09-17,0.4087381474974146,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240922T074631_20240922T080448_T36NYG,2024-09-22,0.4231830045556829,"{""type"":""MultiPoint"",""coordinates"":[]}"
20240927T074609_20240927T080448_T36NYG,2024-09-27,0.44483968165569177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241002T074731_20241002T080448_T36NYG,2024-10-02,0.4521966810858446,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241007T074719_20241007T080449_T36NYG,2024-10-07,0.44846605746661455,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241012T074841_20241012T080447_T36NYG,2024-10-12,0.5224057889640394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241017T074829_20241017T080449_T36NYG,2024-10-17,0.41884816013806253,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241022T074951_20241022T080449_T36NYG,2024-10-22,0.6097475033745774,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241027T074929_20241027T080450_T36NYG,2024-10-27,0.39315609721495887,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241101T075051_20241101T080449_T36NYG,2024-11-01,0.4779919876711512,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241106T075019_20241106T080443_T36NYG,2024-11-06,0.11273858366303459,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241111T075141_20241111T080447_T36NYG,2024-11-11,0.2729410284827509,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241116T075109_20241116T080931_T36NYG,2024-11-16,0.174795660689621,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241121T075231_20241121T080456_T36NYG,2024-11-21,0.15777312693780085,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241126T075159_20241126T080451_T36NYG,2024-11-26,0.12150165821557361,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241201T075301_20241201T080529_T36NYG,2024-12-01,0.13619208669792765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241206T075219_20241206T080449_T36NYG,2024-12-06,0.16193917550274833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241211T075331_20241211T080552_T36NYG,2024-12-11,0.16058015152156072,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241211T075351_20241211T080434_T36NYG,2024-12-11,0.161007696343839,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241216T075239_20241216T080505_T36NYG,2024-12-16,0.20122416997513626,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241221T075331_20241221T080601_T36NYG,2024-12-21,-9999,"{""type"":""MultiPoint"",""coordinates"":[]}"
20241226T075239_20241226T080506_T36NYG,2024-12-26,0.29020757667116936,"{""type"":""MultiPoint"",""coordinates"":[]}"
