uuid,year,high_ndmi_days
06103372-c434-4c46-ab63-16424f4dd935,2024,0
06395af8-48c0-48c7-8998-bd2c3a5d112a,2021,70
06395af8-48c0-48c7-8998-bd2c3a5d112a,2022,0
06395af8-48c0-48c7-8998-bd2c3a5d112a,2024,0
06617eab-4c50-43a5-869b-0026153c234e,2020,135
06617eab-4c50-43a5-869b-0026153c234e,2021,110
06617eab-4c50-43a5-869b-0026153c234e,2022,0
06617eab-4c50-43a5-869b-0026153c234e,2023,360
06617eab-4c50-43a5-869b-0026153c234e,2024,350
067b643d-23e1-471d-b420-205f188837d2,2021,5
067b643d-23e1-471d-b420-205f188837d2,2022,10
068fc412-0cc9-4d5d-b45f-35681844d95c,2020,40
068fc412-0cc9-4d5d-b45f-35681844d95c,2021,0
068fc412-0cc9-4d5d-b45f-35681844d95c,2022,5
068fc412-0cc9-4d5d-b45f-35681844d95c,2024,355
06a83fc1-f725-4d99-9b74-91e199faf7b8,2020,35
06a83fc1-f725-4d99-9b74-91e199faf7b8,2023,20
06a83fc1-f725-4d99-9b74-91e199faf7b8,2024,10
06e2bfe0-ac87-47b8-ab1e-671cbb28e06f,2022,5
074b57e3-8b47-4b28-b298-2a69eeca07e9,2022,5
074b57e3-8b47-4b28-b298-2a69eeca07e9,2023,5
076b6901-ff81-4f80-94c5-a1d4a63fb4ce,2023,5
07a6596b-e1c6-4809-97c8-aee078b1430d,2024,10
07cc4644-898c-40cd-a07e-422d0ad39fca,2024,0
07e095e5-0e65-4744-8206-bd1f47824132,2021,5
07e095e5-0e65-4744-8206-bd1f47824132,2022,0
07e095e5-0e65-4744-8206-bd1f47824132,2024,5
08027cd8-81b1-4fb7-b0d9-87cd5fbb3fcc,2023,10
0806f536-9f96-4cd4-ab3a-81f41a7785cf,2023,10
0806f536-9f96-4cd4-ab3a-81f41a7785cf,2024,0
084e6f9e-4c3b-4e65-93dc-4152c598e5e3,2023,5
085a1df0-5c41-41a7-a2cf-f982b41b8622,2024,10
086c1a0c-18e8-41ce-b2aa-d4cb29bb6e4c,2023,5
086fa57e-1c06-473d-95fc-fc048e74a4e7,2024,0
08873d8e-9fe3-42d0-b0ee-d4641a20b053,2023,20
088bf9ea-e018-4619-824d-1ee2df1dc926,2021,0
088e38d2-ff4d-41a9-bf31-013beb063f9f,2021,0
088e38d2-ff4d-41a9-bf31-013beb063f9f,2022,0
088e38d2-ff4d-41a9-bf31-013beb063f9f,2023,0
088e38d2-ff4d-41a9-bf31-013beb063f9f,2024,5
08a1499e-9f1c-400b-bfe2-68baaf1f011a,2023,10
08cca9d3-6d15-4d54-85e3-b0ebb32aaada,2023,5
08cca9d3-6d15-4d54-85e3-b0ebb32aaada,2024,15
08dfc3a0-2ee7-4a11-bda0-bf1fe82ea420,2020,25
08f0df53-4734-410c-97ed-be57266eda44,2023,0
08f228c5-ba97-4612-82d8-a322cbfac3f6,2021,0
093080d7-1426-4395-afc0-11b7a33623fd,2021,90
093080d7-1426-4395-afc0-11b7a33623fd,2024,0
0954c5b5-54b7-4a88-be07-870a8c091474,2021,5
0954c5b5-54b7-4a88-be07-870a8c091474,2022,5
098d45ef-8579-41d6-bc03-6f3dc8363378,2023,15
09a0bfdd-8340-4528-847a-fb87c8fc592f,2024,0
0a117658-cd49-4976-a261-de3d023d21b5,2024,0
0a25ab76-1012-4947-9425-4b9c85950a26,2023,15
0a307536-92a4-45eb-b311-9d0dff7b5d67,2023,10
0a3933f3-9672-4009-956d-0896b60fe2f6,2023,5
0a3c4b74-c54a-44d2-90e9-bfc4956e866c,2021,0
0a3c4b74-c54a-44d2-90e9-bfc4956e866c,2022,0
0a3c4b74-c54a-44d2-90e9-bfc4956e866c,2024,0
0ac2388a-acf3-4ac6-b9dd-9c009232190e,2024,0
0aead76f-9636-478e-b88d-06bf827ced8b,2023,5
0aec5839-530b-47be-a774-08c1f271d3d2,2020,0
0b032f60-1867-4854-a0e7-a769dbf7abdd,2021,5
0b032f60-1867-4854-a0e7-a769dbf7abdd,2022,5
0b032f60-1867-4854-a0e7-a769dbf7abdd,2023,0
0b198274-b6ed-4841-a15b-9aac3248f13a,2021,20
0b2e83a4-c8c0-4f41-9d77-8827c306da6c,2023,0
0b536912-3a54-4338-b4c0-328a311f4da6,2021,15
0b536912-3a54-4338-b4c0-328a311f4da6,2023,5
0b6fe96a-28ec-43d5-ba8e-edc6ffaede22,2024,5
0b749133-7328-492c-a47a-1ddbd92daa36,2024,0
0be40db2-d96d-46f5-a23f-73f52680f567,2021,0
0be40db2-d96d-46f5-a23f-73f52680f567,2022,0
0bed6f91-c4cf-4456-84fc-6d6b10705c2e,2021,0
0bed6f91-c4cf-4456-84fc-6d6b10705c2e,2022,0
0bed6f91-c4cf-4456-84fc-6d6b10705c2e,2023,5
0bed6f91-c4cf-4456-84fc-6d6b10705c2e,2024,10
0c147842-6fff-4716-9911-23c125373d69,2021,360
0c147842-6fff-4716-9911-23c125373d69,2022,0
0c147842-6fff-4716-9911-23c125373d69,2023,0
0c147842-6fff-4716-9911-23c125373d69,2024,355
0c324e48-973c-4b18-8b79-25384f458111,2023,15
0c513f9e-0766-4213-9ba1-7a0b2ef526aa,2024,0
0c55cd58-d339-48d8-a626-1a4ffa44762c,2023,225
0c55cd58-d339-48d8-a626-1a4ffa44762c,2024,15
0c670a9a-c8f6-4a2b-97d2-0ffdd72a2a9c,2022,10
0c857fb8-0a59-4fff-a9d8-8a2bed053360,2020,20
0c857fb8-0a59-4fff-a9d8-8a2bed053360,2021,0
0c857fb8-0a59-4fff-a9d8-8a2bed053360,2023,10
0c857fb8-0a59-4fff-a9d8-8a2bed053360,2024,5
0c9ab8e4-2b12-4e9c-a9dc-4055e3480c11,2020,0
0c9ab8e4-2b12-4e9c-a9dc-4055e3480c11,2021,15
0c9ab8e4-2b12-4e9c-a9dc-4055e3480c11,2023,5
0c9ab8e4-2b12-4e9c-a9dc-4055e3480c11,2024,0
0ca214c9-b59d-44c3-922e-1ef2e2497310,2020,10
0ca214c9-b59d-44c3-922e-1ef2e2497310,2021,310
0ca214c9-b59d-44c3-922e-1ef2e2497310,2022,0
0ca214c9-b59d-44c3-922e-1ef2e2497310,2023,0
0ca214c9-b59d-44c3-922e-1ef2e2497310,2024,30
0ca8b56c-324a-4b3f-a9fd-11676e21cfde,2023,0
0ceb3ad4-b9a4-4839-a001-91f78ffbbe62,2023,10
0d23d9b3-611f-44f3-a1f3-f73c3cb42361,2023,0
0d23d9b3-611f-44f3-a1f3-f73c3cb42361,2024,0
0d48a753-9e8f-4bdd-9f1d-341b15609282,2020,350
0d48a753-9e8f-4bdd-9f1d-341b15609282,2021,360
0d4e3d42-c9e5-4d9e-a1ca-cf2cfa099adb,2024,0
0d62bed4-280b-4e88-a85c-9d2aac2a59f0,2023,20
0d65ee2d-8b90-47be-8ede-06847c4f5311,2021,0
0d65ee2d-8b90-47be-8ede-06847c4f5311,2022,0
0d65ee2d-8b90-47be-8ede-06847c4f5311,2023,20
0d81eabb-e07f-4dbb-99fb-036ede6dabe4,2023,0
0d901893-dcf9-40cb-b4ee-ed7776c90224,2020,25
0da0ee21-9590-4171-861c-b3d8c95e3f82,2020,0
0da0ee21-9590-4171-861c-b3d8c95e3f82,2021,0
0da0ee21-9590-4171-861c-b3d8c95e3f82,2024,290
0dd6449a-2273-43fd-82bf-3f9c2f5f7dad,2024,5
0de63c1a-235c-404d-b428-8c12a16dd65a,2023,0
0df3c182-5181-4dff-8848-44ac242a227f,2023,5
0df3c182-5181-4dff-8848-44ac242a227f,2024,5
0df92b00-b9db-4808-876a-697ef1d5da54,2020,0
0df92b00-b9db-4808-876a-697ef1d5da54,2021,25
0df92b00-b9db-4808-876a-697ef1d5da54,2023,15
0df92b00-b9db-4808-876a-697ef1d5da54,2024,5
0e013f4e-b13f-4264-85b8-b77982d08d03,2022,5
0e0880a9-0cd2-4f57-86e6-372e7bee3406,2023,10
0e1427a9-fb1f-4e63-8aa5-46da8c949b25,2024,0
0e643054-ccc7-497e-9f3d-c0c4ffc99272,2023,10
0e6d9fce-8818-4033-8cb4-919f5c345e01,2024,15
0e8b3a30-15fd-4155-b0ff-74a8afb6fd77,2023,15
0e95a2fb-b316-4034-90ac-92f599d7b768,2024,0
0ea95326-dd3a-46b8-a048-a3ceaea74d98,2022,0
0ea95326-dd3a-46b8-a048-a3ceaea74d98,2023,20
0ecd5b4c-32aa-4f3c-9b5c-1717bc1c2dda,2023,20
0edcf615-2653-4f58-b668-f749710722c6,2020,80
0edcf615-2653-4f58-b668-f749710722c6,2023,10
0edcf615-2653-4f58-b668-f749710722c6,2024,355
0f33e789-898a-499b-a418-35c8410b9c69,2022,5
0f519952-db6b-424d-8d80-31df2545e784,2021,0
0f519952-db6b-424d-8d80-31df2545e784,2022,5
0f519952-db6b-424d-8d80-31df2545e784,2024,0
0f61d15e-1cf9-4707-8e29-baf177c65cf7,2023,5
0fa8e8b6-4478-49f3-91de-8515e4c847f8,2024,5
0fdaddc4-985a-4823-9ede-9bc8f64054ba,2023,0
0fdcb065-b3cd-4454-8a16-dd1cbe9d337a,2021,5
0fdcb065-b3cd-4454-8a16-dd1cbe9d337a,2022,0
1028fa39-c35b-452a-a513-64b255fec505,2022,0
103d6efc-45c4-4723-96c1-ae35915a1b3a,2023,5
103d6efc-45c4-4723-96c1-ae35915a1b3a,2024,0
106b0b86-8979-4960-8768-b4038cff7f0b,2021,0
106b0b86-8979-4960-8768-b4038cff7f0b,2022,10
106b0b86-8979-4960-8768-b4038cff7f0b,2023,15
106b0b86-8979-4960-8768-b4038cff7f0b,2024,0
107c6b02-9a41-42fe-a41b-7f39f5357008,2024,10
10e80f29-00e4-4776-9de4-259ba02eb967,2023,10
10f04723-a6ec-47a2-9ae5-7465af97942e,2021,50
10f04723-a6ec-47a2-9ae5-7465af97942e,2022,5
10f04723-a6ec-47a2-9ae5-7465af97942e,2023,15
10f04723-a6ec-47a2-9ae5-7465af97942e,2024,355
110a5d2f-069c-4e05-8ca1-945466a37213,2020,0
1132a994-ab1b-41ec-9ee8-0c0316febd79,2023,0
113fcc64-d248-4832-a46e-4fdc1ffeeb1d,2021,0
113fcc64-d248-4832-a46e-4fdc1ffeeb1d,2022,5
113fcc64-d248-4832-a46e-4fdc1ffeeb1d,2024,0
11406de1-0753-4b5a-9639-6a7270aadb23,2020,0
11406de1-0753-4b5a-9639-6a7270aadb23,2021,20
11406de1-0753-4b5a-9639-6a7270aadb23,2024,0
115ca684-7349-455d-a26c-59b9b4e71beb,2023,0
115ca684-7349-455d-a26c-59b9b4e71beb,2024,0
11b0c429-72ba-4b28-9547-9ddd7fc6a117,2024,0
11b913a7-337e-48a7-b8aa-cebff5f3bf51,2024,20
11c349ca-b567-4006-9c47-deafa62b7d35,2021,20
11c349ca-b567-4006-9c47-deafa62b7d35,2023,235
11c349ca-b567-4006-9c47-deafa62b7d35,2024,0
11e44172-2138-429d-a840-3af59a9f7dbf,2022,0
123d610a-c0e0-49dd-9d7b-9ce99304f31c,2021,5
123d610a-c0e0-49dd-9d7b-9ce99304f31c,2022,5
123d610a-c0e0-49dd-9d7b-9ce99304f31c,2023,0
123d610a-c0e0-49dd-9d7b-9ce99304f31c,2024,0
12486cbc-0ac9-4fa8-a0be-75367167e118,2021,5
12486cbc-0ac9-4fa8-a0be-75367167e118,2022,5
12a6b454-fae7-4740-903d-ed3569b98f8e,2023,0
12a6b454-fae7-4740-903d-ed3569b98f8e,2024,0
12b18ca6-e6a9-4977-bc10-c27c3459378b,2024,5
12c19bbe-1c36-41d6-ba05-e34eb1cabbed,2022,20
12c19bbe-1c36-41d6-ba05-e34eb1cabbed,2023,0
12ca4627-c33d-40da-a5af-1b3f8dd7429e,2023,10
12ca4627-c33d-40da-a5af-1b3f8dd7429e,2024,355
12f905b7-37f5-4ca3-8000-00a700d4f6bb,2023,5
12f905b7-37f5-4ca3-8000-00a700d4f6bb,2024,5
12febf49-17eb-4102-b4d2-d50502bbe2e9,2023,10
130185a0-d58a-4df2-b9e6-ad7315e503a0,2021,0
130185a0-d58a-4df2-b9e6-ad7315e503a0,2022,0
1302e519-7e20-42d0-a7fa-1e9a4d8735d1,2024,0
13092d14-eb29-4dd4-8b2b-e1fd8cc5fb2b,2024,0
130bf653-e510-409f-ac6c-ba9af88757f2,2020,10
130bf653-e510-409f-ac6c-ba9af88757f2,2023,15
130bf653-e510-409f-ac6c-ba9af88757f2,2024,25
137d38cb-4106-44ff-8769-9535dfedd552,2023,10
138c44af-375a-4085-9e2c-075f258514df,2020,0
138c44af-375a-4085-9e2c-075f258514df,2021,0
138c44af-375a-4085-9e2c-075f258514df,2023,10
138c44af-375a-4085-9e2c-075f258514df,2024,355
139f474c-85d2-4304-b82b-336779dda82c,2022,0
13c7e3f5-0f93-4fdb-ab11-8975cc2a1419,2024,0
13ddd6ce-6130-4008-850f-68c5f12055b5,2021,360
13ddd6ce-6130-4008-850f-68c5f12055b5,2022,0
13ddd6ce-6130-4008-850f-68c5f12055b5,2023,20
14586130-734f-4c47-8b2a-8ee2727f5777,2021,360
14586130-734f-4c47-8b2a-8ee2727f5777,2022,5
14864f90-e874-4ff0-844b-b0e471aa92a3,2020,0
14864f90-e874-4ff0-844b-b0e471aa92a3,2021,0
14864f90-e874-4ff0-844b-b0e471aa92a3,2024,5
1488fb6e-fde7-49d8-8955-357b894d72da,2021,0
1488fb6e-fde7-49d8-8955-357b894d72da,2022,0
1488fb6e-fde7-49d8-8955-357b894d72da,2024,10
148f35d5-86f7-4f65-a20b-9621716d3fab,2021,0
148f35d5-86f7-4f65-a20b-9621716d3fab,2022,25
148f35d5-86f7-4f65-a20b-9621716d3fab,2023,10
148f35d5-86f7-4f65-a20b-9621716d3fab,2024,350
149da71e-f959-4eda-9562-a962e21f35dc,2023,0
14e7e497-f08d-4640-8b7e-27a7f94e047a,2021,0
14e7e497-f08d-4640-8b7e-27a7f94e047a,2022,10
14ed0eb9-ed90-4f21-ba99-21fecab6414d,2021,0
14ed0eb9-ed90-4f21-ba99-21fecab6414d,2022,10
14ed0eb9-ed90-4f21-ba99-21fecab6414d,2023,5
14ed0eb9-ed90-4f21-ba99-21fecab6414d,2024,360
14fcbce0-51ee-44ca-9d3e-38ce0c407a55,2024,0
150a404a-618d-4273-9f42-4d769e706f71,2023,20
150ca9d5-052e-4902-9def-defb24fc48d5,2021,0
150ca9d5-052e-4902-9def-defb24fc48d5,2022,0
150ca9d5-052e-4902-9def-defb24fc48d5,2024,0
1516d8d6-fd2c-4cad-ac1a-59795de88faa,2021,0
1516d8d6-fd2c-4cad-ac1a-59795de88faa,2022,5
1516d8d6-fd2c-4cad-ac1a-59795de88faa,2023,5
151efa35-255a-40c0-a86d-742649fa6eb5,2020,5
151efa35-255a-40c0-a86d-742649fa6eb5,2021,0
151efa35-255a-40c0-a86d-742649fa6eb5,2022,0
151efa35-255a-40c0-a86d-742649fa6eb5,2023,30
151efa35-255a-40c0-a86d-742649fa6eb5,2024,15
153ea394-3c05-4485-822b-226ab66abfcb,2023,10
153ea394-3c05-4485-822b-226ab66abfcb,2024,5
156b108b-420e-439e-bdc8-6f7136b48171,2023,15
15862433-8811-4d5a-8d8c-81f79fd1c05d,2024,10
15add76e-5779-4ed6-a898-c5d52227d58c,2020,0
15add76e-5779-4ed6-a898-c5d52227d58c,2021,360
15add76e-5779-4ed6-a898-c5d52227d58c,2024,0
15b114d1-71f3-48a9-a23c-7b2d33ea75b3,2021,0
15b114d1-71f3-48a9-a23c-7b2d33ea75b3,2022,15
15b114d1-71f3-48a9-a23c-7b2d33ea75b3,2024,0
15c55710-bb57-4ea7-a3e7-94f4a9c64e00,2023,15
15c55710-bb57-4ea7-a3e7-94f4a9c64e00,2024,5
15f1cea6-5a7c-4fa9-8763-b3a7b28536aa,2021,10
1610b329-b0cb-4fe7-9c87-17545e641596,2022,0
1610b329-b0cb-4fe7-9c87-17545e641596,2023,0
163d617c-6a45-4ed5-b7e5-0a99bf590490,2023,0
167a5016-e99b-47c0-8de2-604205108000,2023,10
167c8c0a-a6bd-46d2-a3d1-705844426862,2023,5
16c309d5-5b21-42a5-8baf-2a9cc148f1b6,2021,5
16c309d5-5b21-42a5-8baf-2a9cc148f1b6,2022,10
16e68000-ef15-4131-8936-04e7bcfc518a,2021,5
16e68000-ef15-4131-8936-04e7bcfc518a,2022,0
16e68000-ef15-4131-8936-04e7bcfc518a,2023,20
16e68000-ef15-4131-8936-04e7bcfc518a,2024,5
1715a9f4-5a74-439d-ae86-97ebba0eb137,2022,5
173a0e03-cf45-4881-8a3d-bc0ca75afa51,2021,330
173a0e03-cf45-4881-8a3d-bc0ca75afa51,2022,10
173a0e03-cf45-4881-8a3d-bc0ca75afa51,2024,290
174831d9-6cb4-4a28-8cb2-ac94bee44f39,2023,20
174831d9-6cb4-4a28-8cb2-ac94bee44f39,2024,350
1772a1b0-45ee-44f1-b7a6-2d121672af35,2024,0
1792be95-1c9d-4a3f-891d-f884f9c2c3b8,2020,250
1792be95-1c9d-4a3f-891d-f884f9c2c3b8,2021,15
1792be95-1c9d-4a3f-891d-f884f9c2c3b8,2022,315
1792be95-1c9d-4a3f-891d-f884f9c2c3b8,2023,0
1792be95-1c9d-4a3f-891d-f884f9c2c3b8,2024,5
17bfe16a-1ca0-4fb6-81f2-be85b37eede1,2023,5
17bfe16a-1ca0-4fb6-81f2-be85b37eede1,2024,0
17ccd2eb-ccc8-428f-9f69-cd7337e92c9c,2024,0
17d5220d-9ffb-421e-9068-fbd3d92a7327,2022,0
17d5220d-9ffb-421e-9068-fbd3d92a7327,2023,0
17d5220d-9ffb-421e-9068-fbd3d92a7327,2024,0
17d7c313-7972-4448-ba3f-fb9cba959274,2022,0
182800a1-2707-40f2-af68-5ef53f478397,2021,0
182800a1-2707-40f2-af68-5ef53f478397,2022,0
182800a1-2707-40f2-af68-5ef53f478397,2023,10
182800a1-2707-40f2-af68-5ef53f478397,2024,0
184fd729-19d4-48cd-bd10-a872d321bf0b,2023,10
184fd729-19d4-48cd-bd10-a872d321bf0b,2024,0
18511dca-01c9-4e8a-a4a6-b4a139189856,2020,35
18511dca-01c9-4e8a-a4a6-b4a139189856,2021,5
18511dca-01c9-4e8a-a4a6-b4a139189856,2022,0
18511dca-01c9-4e8a-a4a6-b4a139189856,2023,215
18511dca-01c9-4e8a-a4a6-b4a139189856,2024,20
1856160b-a137-4719-aae8-74e90c96e239,2024,0
18ba890e-5ab0-4d18-a687-23642e1576da,2024,0
18bf9baa-36e6-4928-b246-76fe6b174989,2020,350
18bf9baa-36e6-4928-b246-76fe6b174989,2021,25
18bf9baa-36e6-4928-b246-76fe6b174989,2023,0
18bf9baa-36e6-4928-b246-76fe6b174989,2024,260
18f658ac-b426-44c8-be58-27b2dfa8fa74,2022,0
18f658ac-b426-44c8-be58-27b2dfa8fa74,2024,0
19644b9e-1b16-4333-be6f-8a201894f63e,2023,10
19644b9e-1b16-4333-be6f-8a201894f63e,2024,10
1970b721-ac27-43e0-b2c5-d6f583255aaa,2024,0
19b68b20-bb0f-4bbc-83e8-b533c0cd9290,2024,0
19ea051f-f79f-4046-b2de-90b37864cc20,2020,45
19ea051f-f79f-4046-b2de-90b37864cc20,2023,15
19ea051f-f79f-4046-b2de-90b37864cc20,2024,0
19f00622-23f6-449d-8577-90ae121d779d,2023,5
1a0dd229-e28c-4886-8c09-df56e5f4db21,2024,10
1a4fd855-91e2-4e74-a62b-d2dcd00245f9,2023,10
1a52d376-f056-4346-abeb-10472b87b684,2020,220
1a52d376-f056-4346-abeb-10472b87b684,2021,5
1a52d376-f056-4346-abeb-10472b87b684,2022,360
1a52d376-f056-4346-abeb-10472b87b684,2023,5
1a52d376-f056-4346-abeb-10472b87b684,2024,10
1a55c90b-c3bc-46b5-894f-7717c2cd1680,2024,20
1a5b500c-44ba-40b8-bdfc-8749b29a91dd,2021,0
1a5b500c-44ba-40b8-bdfc-8749b29a91dd,2023,0
1a5b500c-44ba-40b8-bdfc-8749b29a91dd,2024,20
1a7231df-418a-4586-9ee9-a365a8a3afb9,2023,15
1ac4ca83-de0b-49ac-b776-dcce1331330f,2021,5
1ac4ca83-de0b-49ac-b776-dcce1331330f,2022,5
1b0a3648-72c2-48c3-8812-4c2d65f6a1c1,2020,5
1b0a3648-72c2-48c3-8812-4c2d65f6a1c1,2021,0
1b0a3648-72c2-48c3-8812-4c2d65f6a1c1,2024,0
1b1554a6-fc1e-42ae-af6d-cf0b7d3d2c46,2023,10
1b1554a6-fc1e-42ae-af6d-cf0b7d3d2c46,2024,20
1b1b63d0-0705-4b97-a450-37cfbdc4c6c9,2020,50
1b3383ab-4015-40a3-b48f-cbe43ea96c5c,2024,0
1b4172a3-212e-4c75-977c-0d9f937e3328,2020,15
1b4172a3-212e-4c75-977c-0d9f937e3328,2021,15
1b4172a3-212e-4c75-977c-0d9f937e3328,2022,5
1b6bfb03-4f47-40f8-8e70-69f798dd5ca2,2023,10
1b8c68b7-e71e-4516-81a4-b282efe6acca,2021,5
1b8c68b7-e71e-4516-81a4-b282efe6acca,2022,10
1ba66951-1ca6-4772-afd2-dff0e525d4eb,2020,75
1ba66951-1ca6-4772-afd2-dff0e525d4eb,2022,0
1be09eef-efe8-423d-88b5-5c519283ea86,2023,5
1be09eef-efe8-423d-88b5-5c519283ea86,2024,355
1be2366b-9090-4e3a-816f-87cafc8c506c,2024,0
1be2aecb-9c30-46b1-a1cc-8813b56c4494,2021,10
1be2aecb-9c30-46b1-a1cc-8813b56c4494,2022,10
1c19453b-82b9-4043-838a-27b97fbf4246,2020,80
1c19453b-82b9-4043-838a-27b97fbf4246,2021,355
1c19453b-82b9-4043-838a-27b97fbf4246,2022,10
1c19453b-82b9-4043-838a-27b97fbf4246,2023,15
1c19453b-82b9-4043-838a-27b97fbf4246,2024,10
1c28a8a1-a518-4ab7-b5c8-848c01b5c8be,2022,5
1c28a8a1-a518-4ab7-b5c8-848c01b5c8be,2023,5
