uuid,ndvi_peak_date,ndvi_peak_value,peak_position
000eda1a-38e7-4d9b-9b27-629267b8d040,2021-03-09,0.5875487528344693,1
000eda1a-38e7-4d9b-9b27-629267b8d040,2022-01-03,0.7270283446712021,1
000eda1a-38e7-4d9b-9b27-629267b8d040,2023-01-18,0.44600680272108933,1
000eda1a-38e7-4d9b-9b27-629267b8d040,2023-12-29,0.6145986394557815,2
000eda1a-38e7-4d9b-9b27-629267b8d040,2024-06-01,0.6115963718820884,1
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2020-03-04,0.6014943310657606,1
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2021-01-08,0.4905328798185964,1
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2021-05-03,0.47736734693877775,2
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2021-12-29,0.8239387755102052,3
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2023-12-24,0.7296848072562377,1
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2024-05-12,0.6248628117913835,1
00139a5b-5011-4d2b-99c3-d3f9d4189af6,2024-12-23,0.7419435941043055,2
0017f0f5-6601-4539-81a7-77237e2b0adb,2020-03-24,0.7529047619047643,1
0017f0f5-6601-4539-81a7-77237e2b0adb,2021-01-08,0.6360941043083916,1
0017f0f5-6601-4539-81a7-77237e2b0adb,2022-01-03,0.6980748299319733,1
0017f0f5-6601-4539-81a7-77237e2b0adb,2023-04-23,0.6686553287981885,1
0017f0f5-6601-4539-81a7-77237e2b0adb,2023-12-29,0.7845034013605442,2
0017f0f5-6601-4539-81a7-77237e2b0adb,2024-04-22,0.5643446712018134,1
0018753d-72ea-4b63-8e55-35e4194d4ea9,2020-03-19,0.7005102040816333,1
0018753d-72ea-4b63-8e55-35e4194d4ea9,2020-12-24,0.43948752834467114,2
0018753d-72ea-4b63-8e55-35e4194d4ea9,2021-12-29,0.797251700680273,1
0018753d-72ea-4b63-8e55-35e4194d4ea9,2023-12-09,0.7498269085411955,1
0018753d-72ea-4b63-8e55-35e4194d4ea9,2024-06-11,0.6179206349206369,1
