uuid,ndvi_peak_date,ndvi_peak_value,peak_position
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2022-09-30,0.6874467120181407,1
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2023-05-23,0.6761190476190483,1
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2023-11-24,0.6975181405895711,2
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2024-06-01,0.4930521541950121,1
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2024-10-19,0.6302845804988669,2
0150cc67-1d59-427d-9800-03089173e507,2020-02-13,0.6845774754346182,1
0150cc67-1d59-427d-9800-03089173e507,2020-05-23,0.7340149659863956,2
0150cc67-1d59-427d-9800-03089173e507,2021-08-31,0.6815555555555566,1
0150cc67-1d59-427d-9800-03089173e507,2022-12-29,0.6492848072562372,1
0150cc67-1d59-427d-9800-03089173e507,2023-05-13,0.4601264802217194,1
0150cc67-1d59-427d-9800-03089173e507,2023-12-09,0.6847981859410426,2
0150cc67-1d59-427d-9800-03089173e507,2024-09-14,0.7348344671201825,1
01538cfc-78cd-4856-9054-22283ee0f7f9,2020-08-16,0.6545619803476945,1
01538cfc-78cd-4856-9054-22283ee0f7f9,2021-05-28,0.575485260770976,1
01538cfc-78cd-4856-9054-22283ee0f7f9,2021-10-10,0.46192970521542004,2
01538cfc-78cd-4856-9054-22283ee0f7f9,2022-09-05,0.654394746787605,1
01538cfc-78cd-4856-9054-22283ee0f7f9,2023-05-18,0.5426054421768716,1
01538cfc-78cd-4856-9054-22283ee0f7f9,2024-02-02,0.5257052154195022,1
01538cfc-78cd-4856-9054-22283ee0f7f9,2024-05-12,0.6114880952380967,2
01538cfc-78cd-4856-9054-22283ee0f7f9,2024-09-04,0.606140589569162,3
01692285-cda1-43a1-a405-c7b31efae0ea,2020-06-25,0.6538698979591845,1
01692285-cda1-43a1-a405-c7b31efae0ea,2021-09-13,0.5942135985707424,1
01692285-cda1-43a1-a405-c7b31efae0ea,2022-05-21,0.48190665154950896,1
01692285-cda1-43a1-a405-c7b31efae0ea,2022-09-23,0.5480719954648541,2
01692285-cda1-43a1-a405-c7b31efae0ea,2023-12-07,0.4905377928949368,1
01692285-cda1-43a1-a405-c7b31efae0ea,2024-07-24,0.6856719576719584,1
01692285-cda1-43a1-a405-c7b31efae0ea,2024-09-12,0.6714812925170072,2
018c2e87-61c7-43b9-85e5-96ca0f7aa65f,2020-09-05,0.5015725623582773,1
018c2e87-61c7-43b9-85e5-96ca0f7aa65f,2020-11-29,0.5015396825396828,2
018c2e87-61c7-43b9-85e5-96ca0f7aa65f,2021-08-11,0.5168344671201822,1
018c2e87-61c7-43b9-85e5-96ca0f7aa65f,2022-09-20,0.5534727891156458,1
018c2e87-61c7-43b9-85e5-96ca0f7aa65f,2023-05-13,0.5467739984882847,1
018c2e87-61c7-43b9-85e5-96ca0f7aa65f,2023-11-24,0.5014994331065781,2
0193f510-e2e2-4180-a8c1-b21ae85d2849,2020-12-04,0.6248650793650806,1
0193f510-e2e2-4180-a8c1-b21ae85d2849,2021-12-14,0.6410105820105834,1
0193f510-e2e2-4180-a8c1-b21ae85d2849,2022-06-02,0.6094028722600161,1
0193f510-e2e2-4180-a8c1-b21ae85d2849,2022-09-25,0.7559240362811803,2
0193f510-e2e2-4180-a8c1-b21ae85d2849,2023-02-17,0.6322131519274387,1
0193f510-e2e2-4180-a8c1-b21ae85d2849,2023-05-18,0.7296485260770957,2
0193f510-e2e2-4180-a8c1-b21ae85d2849,2023-08-11,0.6220725623582771,3
0193f510-e2e2-4180-a8c1-b21ae85d2849,2023-12-14,0.7449095490047871,4
0193f510-e2e2-4180-a8c1-b21ae85d2849,2024-05-22,0.7064693877551007,1
0193f510-e2e2-4180-a8c1-b21ae85d2849,2024-08-20,0.6543204837490564,2
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2020-05-08,0.5990249433106574,1
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2020-12-09,0.5045079365079372,2
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2021-05-28,0.5780929705215415,1
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2021-11-14,0.4830642479213914,2
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2022-09-25,0.5749591836734701,1
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2023-05-13,0.6259546485260764,1
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2023-12-04,0.5393790627362068,2
01ac1d5c-2f1e-4018-9b33-b3a1b0169623,2024-08-05,0.584032501889646,1
01bd6bf4-7cd6-4e61-9234-fdb4963256ef,2020-02-13,0.6521046863189728,1
01bd6bf4-7cd6-4e61-9234-fdb4963256ef,2020-07-17,0.7612176870748311,2
01bd6bf4-7cd6-4e61-9234-fdb4963256ef,2021-09-30,0.6916575963718841,1
01bd6bf4-7cd6-4e61-9234-fdb4963256ef,2022-10-10,0.6711655328798195,1
01bd6bf4-7cd6-4e61-9234-fdb4963256ef,2023-04-23,0.7072154195011375,1
01bd6bf4-7cd6-4e61-9234-fdb4963256ef,2023-11-29,0.6793847316704477,2
